Level_id,Agg_Level_1,Agg_Level_2,Dollar_Sales,weight
Level12,HOBBIES_1_289,CA_4,14.91,3.82E-06
Level12,HOBBIES_1_290,CA_4,11.54,2.96E-06
Level12,HOBBIES_1_292,CA_4,65.8,1.69E-05
Level12,HOBBIES_1_293,CA_4,7.36,1.89E-06
Level12,HOBBIES_1_294,CA_4,19.4,4.97E-06
Level12,HOBBIES_1_295,CA_4,69.6,1.78E-05
Level12,HOBBIES_1_296,CA_4,110.7,2.84E-05
Level12,HOBBIES_1_297,CA_4,456.32,0.000116976
Level12,HOBBIES_1_298,CA_4,130.02,3.33E-05
Level12,HOBBIES_1_299,CA_4,2.54,6.51E-07
Level12,HOBBIES_1_300,CA_4,252.66,6.48E-05
Level12,HOBBIES_1_301,CA_4,68.64,1.76E-05
Level12,HOBBIES_1_302,CA_4,0,0
Level12,HOBBIES_1_303,CA_4,68.48,1.76E-05
Level12,HOBBIES_1_304,CA_4,23.88,6.12E-06
Level12,HOBBIES_1_305,CA_4,11.48,2.94E-06
Level12,HOBBIES_1_306,CA_4,181.74,4.66E-05
Level12,HOBBIES_1_307,CA_4,11.91,3.05E-06
Level12,HOBBIES_1_308,CA_4,99.8,2.56E-05
Level12,HOBBIES_1_309,CA_4,71.68,1.84E-05
Level12,HOBBIES_1_310,CA_4,28.6,7.33E-06
Level12,HOBBIES_1_311,CA_4,125.86,3.23E-05
Level12,HOBBIES_1_312,CA_4,45.6,1.17E-05
Level12,HOBBIES_1_313,CA_4,3.69,9.46E-07
Level12,HOBBIES_1_314,CA_4,0,0
Level12,HOBBIES_1_315,CA_4,4.97,1.27E-06
Level12,HOBBIES_1_316,CA_4,0,0
Level12,HOBBIES_1_317,CA_4,103.74,2.66E-05
Level12,HOBBIES_1_318,CA_4,51.48,1.32E-05
Level12,HOBBIES_1_319,CA_4,48.96,1.26E-05
Level12,HOBBIES_1_320,CA_4,51.24,1.31E-05
Level12,HOBBIES_1_321,CA_4,53.44,1.37E-05
Level12,HOBBIES_1_322,CA_4,19.85,5.09E-06
Level12,HOBBIES_1_323,CA_4,73.36,1.88E-05
Level12,HOBBIES_1_324,CA_4,426.88,0.000109429
Level12,HOBBIES_1_325,CA_4,12.88,3.30E-06
Level12,HOBBIES_1_326,CA_4,9.85,2.53E-06
Level12,HOBBIES_1_327,CA_4,118.2,3.03E-05
Level12,HOBBIES_1_328,CA_4,107.52,2.76E-05
Level12,HOBBIES_1_329,CA_4,75.43,1.93E-05
Level12,HOBBIES_1_330,CA_4,260.04,6.67E-05
Level12,HOBBIES_1_331,CA_4,19.74,5.06E-06
Level12,HOBBIES_1_332,CA_4,126.08,3.23E-05
Level12,HOBBIES_1_333,CA_4,39.76,1.02E-05
Level12,HOBBIES_1_334,CA_4,41.86,1.07E-05
Level12,HOBBIES_1_335,CA_4,215.28,5.52E-05
Level12,HOBBIES_1_336,CA_4,0,0
Level12,HOBBIES_1_337,CA_4,190.84,4.89E-05
Level12,HOBBIES_1_338,CA_4,206.54,5.29E-05
Level12,HOBBIES_1_339,CA_4,151.62,3.89E-05
Level12,HOBBIES_1_340,CA_4,38.89,9.97E-06
Level12,HOBBIES_1_341,CA_4,54.24,1.39E-05
Level12,HOBBIES_1_342,CA_4,219.56,5.63E-05
Level12,HOBBIES_1_343,CA_4,58.52,1.50E-05
Level12,HOBBIES_1_344,CA_4,188.48,4.83E-05
Level12,HOBBIES_1_345,CA_4,299.44,7.68E-05
Level12,HOBBIES_1_346,CA_4,31.76,8.14E-06
Level12,HOBBIES_1_347,CA_4,69.16,1.77E-05
Level12,HOBBIES_1_348,CA_4,79.2,2.03E-05
Level12,HOBBIES_1_349,CA_4,149.7,3.84E-05
Level12,HOBBIES_1_350,CA_4,80.46,2.06E-05
Level12,HOBBIES_1_351,CA_4,28.8,7.38E-06
Level12,HOBBIES_1_352,CA_4,38.36,9.83E-06
Level12,HOBBIES_1_353,CA_4,129.6,3.32E-05
Level12,HOBBIES_1_354,CA_4,1447.74,0.000371123
Level12,HOBBIES_1_355,CA_4,51.22,1.31E-05
Level12,HOBBIES_1_356,CA_4,40.32,1.03E-05
Level12,HOBBIES_1_357,CA_4,144.8,3.71E-05
Level12,HOBBIES_1_358,CA_4,63.02,1.62E-05
Level12,HOBBIES_1_359,CA_4,4.41,1.13E-06
Level12,HOBBIES_1_360,CA_4,44.82,1.15E-05
Level12,HOBBIES_1_361,CA_4,479.36,0.000122882
Level12,HOBBIES_1_362,CA_4,141.9,3.64E-05
Level12,HOBBIES_1_363,CA_4,11.52,2.95E-06
Level12,HOBBIES_1_364,CA_4,242.82,6.22E-05
Level12,HOBBIES_1_365,CA_4,11.91,3.05E-06
Level12,HOBBIES_1_366,CA_4,31.76,8.14E-06
Level12,HOBBIES_1_367,CA_4,142.46,3.65E-05
Level12,HOBBIES_1_368,CA_4,25.32,6.49E-06
Level12,HOBBIES_1_369,CA_4,85.32,2.19E-05
Level12,HOBBIES_1_370,CA_4,98.88,2.53E-05
Level12,HOBBIES_1_371,CA_4,100.8,2.58E-05
Level12,HOBBIES_1_372,CA_4,53.44,1.37E-05
Level12,HOBBIES_1_373,CA_4,441.6,0.000113202
Level12,HOBBIES_1_374,CA_4,367.08,9.41E-05
Level12,HOBBIES_1_375,CA_4,29.64,7.60E-06
Level12,HOBBIES_1_376,CA_4,185.46,4.75E-05
Level12,HOBBIES_1_377,CA_4,9.98,2.56E-06
Level12,HOBBIES_1_378,CA_4,55.08,1.41E-05
Level12,HOBBIES_1_379,CA_4,44.8,1.15E-05
Level12,HOBBIES_1_380,CA_4,35.4,9.07E-06
Level12,HOBBIES_1_381,CA_4,134.4,3.45E-05
Level12,HOBBIES_1_382,CA_4,17.73,4.55E-06
Level12,HOBBIES_1_383,CA_4,119.2,3.06E-05
Level12,HOBBIES_1_384,CA_4,179.64,4.61E-05
Level12,HOBBIES_1_385,CA_4,49.85,1.28E-05
Level12,HOBBIES_1_386,CA_4,41.02,1.05E-05
Level12,HOBBIES_1_387,CA_4,77.76,1.99E-05
Level12,HOBBIES_1_388,CA_4,66.24,1.70E-05
Level12,HOBBIES_1_389,CA_4,23.94,6.14E-06
Level12,HOBBIES_1_390,CA_4,11.73,3.01E-06
Level12,HOBBIES_1_391,CA_4,7.76,1.99E-06
Level12,HOBBIES_1_392,CA_4,337.48,8.65E-05
Level12,HOBBIES_1_393,CA_4,202.72,5.20E-05
Level12,HOBBIES_1_394,CA_4,165.48,4.24E-05
Level12,HOBBIES_1_395,CA_4,89.76,2.30E-05
Level12,HOBBIES_1_396,CA_4,0,0
Level12,HOBBIES_1_397,CA_4,83.58,2.14E-05
Level12,HOBBIES_1_398,CA_4,101.46,2.60E-05
Level12,HOBBIES_1_399,CA_4,29.55,7.58E-06
Level12,HOBBIES_1_400,CA_4,74.1,1.90E-05
Level12,HOBBIES_1_401,CA_4,7.88,2.02E-06
Level12,HOBBIES_1_402,CA_4,29.82,7.64E-06
Level12,HOBBIES_1_403,CA_4,92.61,2.37E-05
Level12,HOBBIES_1_404,CA_4,81.6,2.09E-05
Level12,HOBBIES_1_405,CA_4,126.8,3.25E-05
Level12,HOBBIES_1_406,CA_4,3.88,9.95E-07
Level12,HOBBIES_1_407,CA_4,72,1.85E-05
Level12,HOBBIES_1_408,CA_4,14.4,3.69E-06
Level12,HOBBIES_1_409,CA_4,92.16,2.36E-05
Level12,HOBBIES_1_410,CA_4,173.76,4.45E-05
Level12,HOBBIES_1_411,CA_4,16.08,4.12E-06
Level12,HOBBIES_1_412,CA_4,15.84,4.06E-06
Level12,HOBBIES_1_413,CA_4,68.04,1.74E-05
Level12,HOBBIES_1_414,CA_4,36.1,9.25E-06
Level12,HOBBIES_1_415,CA_4,46.76,1.20E-05
Level12,HOBBIES_1_416,CA_4,79.52,2.04E-05
Level12,HOBBIES_1_417,CA_4,42.18,1.08E-05
Level12,HOBBIES_1_418,CA_4,19.9,5.10E-06
Level12,HOBBIES_1_419,CA_4,23.92,6.13E-06
Level12,HOBBIES_1_420,CA_4,68.88,1.77E-05
Level12,HOBBIES_1_421,CA_4,100.56,2.58E-05
Level12,HOBBIES_1_422,CA_4,7.24,1.86E-06
Level12,HOBBIES_1_423,CA_4,233.4,5.98E-05
Level12,HOBBIES_1_424,CA_4,60.18,1.54E-05
Level12,HOBBIES_2_001,CA_4,10.94,2.80E-06
Level12,HOBBIES_2_002,CA_4,1.47,3.77E-07
Level12,HOBBIES_2_003,CA_4,13.79,3.54E-06
Level12,HOBBIES_2_004,CA_4,2.47,6.33E-07
Level12,HOBBIES_2_005,CA_4,8.94,2.29E-06
Level12,HOBBIES_2_006,CA_4,15.88,4.07E-06
Level12,HOBBIES_2_007,CA_4,5.82,1.49E-06
Level12,HOBBIES_2_008,CA_4,7.76,1.99E-06
Level12,HOBBIES_2_009,CA_4,41.79,1.07E-05
Level12,HOBBIES_2_010,CA_4,0.97,2.49E-07
Level12,HOBBIES_2_011,CA_4,0.97,2.49E-07
Level12,HOBBIES_2_012,CA_4,11.82,3.03E-06
Level12,HOBBIES_2_013,CA_4,13.94,3.57E-06
Level12,HOBBIES_2_014,CA_4,5.82,1.49E-06
Level12,HOBBIES_2_015,CA_4,7.41,1.90E-06
Level12,HOBBIES_2_016,CA_4,4.97,1.27E-06
Level12,HOBBIES_2_017,CA_4,0,0
Level12,HOBBIES_2_018,CA_4,50.55,1.30E-05
Level12,HOBBIES_2_019,CA_4,26.96,6.91E-06
Level12,HOBBIES_2_020,CA_4,11.64,2.98E-06
Level12,HOBBIES_2_021,CA_4,1.94,4.97E-07
Level12,HOBBIES_2_022,CA_4,29.82,7.64E-06
Level12,HOBBIES_2_023,CA_4,7.76,1.99E-06
Level12,HOBBIES_2_024,CA_4,4.77,1.22E-06
Level12,HOBBIES_2_025,CA_4,0,0
Level12,HOBBIES_2_026,CA_4,1.38,3.54E-07
Level12,HOBBIES_2_027,CA_4,3.94,1.01E-06
Level12,HOBBIES_2_028,CA_4,5.28,1.35E-06
Level12,HOBBIES_2_029,CA_4,2.88,7.38E-07
Level12,HOBBIES_2_030,CA_4,1.94,4.97E-07
Level12,HOBBIES_2_031,CA_4,62.73,1.61E-05
Level12,HOBBIES_2_032,CA_4,13.58,3.48E-06
Level12,HOBBIES_2_033,CA_4,28.8,7.38E-06
Level12,HOBBIES_2_034,CA_4,0,0
Level12,HOBBIES_2_035,CA_4,4.47,1.15E-06
Level12,HOBBIES_2_036,CA_4,9.52,2.44E-06
Level12,HOBBIES_2_037,CA_4,0.97,2.49E-07
Level12,HOBBIES_2_038,CA_4,0,0
Level12,HOBBIES_2_039,CA_4,19.88,5.10E-06
Level12,HOBBIES_2_040,CA_4,0.88,2.26E-07
Level12,HOBBIES_2_041,CA_4,41.37,1.06E-05
Level12,HOBBIES_2_042,CA_4,5.18,1.33E-06
Level12,HOBBIES_2_043,CA_4,13.58,3.48E-06
Level12,HOBBIES_2_044,CA_4,4.47,1.15E-06
Level12,HOBBIES_2_045,CA_4,24.7,6.33E-06
Level12,HOBBIES_2_046,CA_4,5.94,1.52E-06
Level12,HOBBIES_2_047,CA_4,1.5,3.85E-07
Level12,HOBBIES_2_048,CA_4,8.64,2.21E-06
Level12,HOBBIES_2_049,CA_4,15,3.85E-06
Level12,HOBBIES_2_050,CA_4,9.85,2.53E-06
Level12,HOBBIES_2_051,CA_4,17.73,4.55E-06
Level12,HOBBIES_2_052,CA_4,9.88,2.53E-06
Level12,HOBBIES_2_053,CA_4,0,0
Level12,HOBBIES_2_054,CA_4,3.97,1.02E-06
Level12,HOBBIES_2_055,CA_4,10,2.56E-06
Level12,HOBBIES_2_056,CA_4,21.34,5.47E-06
Level12,HOBBIES_2_057,CA_4,5.91,1.52E-06
Level12,HOBBIES_2_058,CA_4,2.5,6.41E-07
Level12,HOBBIES_2_059,CA_4,2.3,5.90E-07
Level12,HOBBIES_2_060,CA_4,5.82,1.49E-06
Level12,HOBBIES_2_061,CA_4,1.97,5.05E-07
Level12,HOBBIES_2_062,CA_4,23.52,6.03E-06
Level12,HOBBIES_2_063,CA_4,5.82,1.49E-06
Level12,HOBBIES_2_064,CA_4,1.94,4.97E-07
Level12,HOBBIES_2_065,CA_4,2,5.13E-07
Level12,HOBBIES_2_066,CA_4,9.94,2.55E-06
Level12,HOBBIES_2_067,CA_4,8.91,2.28E-06
Level12,HOBBIES_2_068,CA_4,11.82,3.03E-06
Level12,HOBBIES_2_069,CA_4,0,0
Level12,HOBBIES_2_070,CA_4,39.88,1.02E-05
Level12,HOBBIES_2_071,CA_4,3.88,9.95E-07
Level12,HOBBIES_2_072,CA_4,0,0
Level12,HOBBIES_2_073,CA_4,0,0
Level12,HOBBIES_2_074,CA_4,11.91,3.05E-06
Level12,HOBBIES_2_075,CA_4,14.4,3.69E-06
Level12,HOBBIES_2_076,CA_4,2.88,7.38E-07
Level12,HOBBIES_2_077,CA_4,9.97,2.56E-06
Level12,HOBBIES_2_078,CA_4,5.97,1.53E-06
Level12,HOBBIES_2_079,CA_4,0,0
Level12,HOBBIES_2_080,CA_4,3.97,1.02E-06
Level12,HOBBIES_2_081,CA_4,13.79,3.54E-06
Level12,HOBBIES_2_082,CA_4,1.76,4.51E-07
Level12,HOBBIES_2_083,CA_4,2.88,7.38E-07
Level12,HOBBIES_2_084,CA_4,35.82,9.18E-06
Level12,HOBBIES_2_085,CA_4,3.88,9.95E-07
Level12,HOBBIES_2_086,CA_4,0,0
Level12,HOBBIES_2_087,CA_4,6.79,1.74E-06
Level12,HOBBIES_2_088,CA_4,22.16,5.68E-06
Level12,HOBBIES_2_089,CA_4,26.73,6.85E-06
Level12,HOBBIES_2_090,CA_4,5.31,1.36E-06
Level12,HOBBIES_2_091,CA_4,11.64,2.98E-06
Level12,HOBBIES_2_092,CA_4,29.82,7.64E-06
Level12,HOBBIES_2_093,CA_4,13.79,3.54E-06
Level12,HOBBIES_2_094,CA_4,0,0
Level12,HOBBIES_2_095,CA_4,3.52,9.02E-07
Level12,HOBBIES_2_096,CA_4,11.08,2.84E-06
Level12,HOBBIES_2_097,CA_4,15.76,4.04E-06
Level12,HOBBIES_2_098,CA_4,7.92,2.03E-06
Level12,HOBBIES_2_099,CA_4,3.88,9.95E-07
Level12,HOBBIES_2_100,CA_4,1.76,4.51E-07
Level12,HOBBIES_2_101,CA_4,1,2.56E-07
Level12,HOBBIES_2_102,CA_4,11.94,3.06E-06
Level12,HOBBIES_2_103,CA_4,15,3.85E-06
Level12,HOBBIES_2_104,CA_4,5.94,1.52E-06
Level12,HOBBIES_2_105,CA_4,4.94,1.27E-06
Level12,HOBBIES_2_106,CA_4,4.85,1.24E-06
Level12,HOBBIES_2_107,CA_4,3.5,8.97E-07
Level12,HOBBIES_2_108,CA_4,2.97,7.61E-07
Level12,HOBBIES_2_109,CA_4,2.91,7.46E-07
Level12,HOBBIES_2_110,CA_4,5.97,1.53E-06
Level12,HOBBIES_2_111,CA_4,19.85,5.09E-06
Level12,HOBBIES_2_112,CA_4,0,0
Level12,HOBBIES_2_113,CA_4,41.79,1.07E-05
Level12,HOBBIES_2_114,CA_4,5.91,1.52E-06
Level12,HOBBIES_2_115,CA_4,24.7,6.33E-06
Level12,HOBBIES_2_116,CA_4,11.88,3.05E-06
Level12,HOBBIES_2_117,CA_4,14.4,3.69E-06
Level12,HOBBIES_2_118,CA_4,0,0
Level12,HOBBIES_2_119,CA_4,2.97,7.61E-07
Level12,HOBBIES_2_120,CA_4,9.88,2.53E-06
Level12,HOBBIES_2_121,CA_4,3.88,9.95E-07
Level12,HOBBIES_2_122,CA_4,2.64,6.77E-07
Level12,HOBBIES_2_123,CA_4,1,2.56E-07
Level12,HOBBIES_2_124,CA_4,2.07,5.31E-07
Level12,HOBBIES_2_125,CA_4,0,0
Level12,HOBBIES_2_126,CA_4,7,1.79E-06
Level12,HOBBIES_2_127,CA_4,7.94,2.04E-06
Level12,HOBBIES_2_128,CA_4,34.79,8.92E-06
Level12,HOBBIES_2_129,CA_4,0.46,1.18E-07
Level12,HOBBIES_2_130,CA_4,6.97,1.79E-06
Level12,HOBBIES_2_131,CA_4,23.88,6.12E-06
Level12,HOBBIES_2_132,CA_4,2.88,7.38E-07
Level12,HOBBIES_2_133,CA_4,23.04,5.91E-06
Level12,HOBBIES_2_134,CA_4,19.88,5.10E-06
Level12,HOBBIES_2_135,CA_4,2,5.13E-07
Level12,HOBBIES_2_136,CA_4,0,0
Level12,HOBBIES_2_137,CA_4,14.85,3.81E-06
Level12,HOBBIES_2_138,CA_4,0,0
Level12,HOBBIES_2_139,CA_4,4.97,1.27E-06
Level12,HOBBIES_2_140,CA_4,9.88,2.53E-06
Level12,HOBBIES_2_141,CA_4,0.5,1.28E-07
Level12,HOBBIES_2_142,CA_4,3.45,8.84E-07
Level12,HOBBIES_2_143,CA_4,0,0
Level12,HOBBIES_2_144,CA_4,0,0
Level12,HOBBIES_2_145,CA_4,0,0
Level12,HOBBIES_2_146,CA_4,3.94,1.01E-06
Level12,HOBBIES_2_147,CA_4,0.97,2.49E-07
Level12,HOBBIES_2_148,CA_4,1.76,4.51E-07
Level12,HOBBIES_2_149,CA_4,3.88,9.95E-07
Level12,HOUSEHOLD_1_001,CA_4,137.31,3.52E-05
Level12,HOUSEHOLD_1_002,CA_4,125.37,3.21E-05
Level12,HOUSEHOLD_1_003,CA_4,89.7,2.30E-05
Level12,HOUSEHOLD_1_004,CA_4,54.28,1.39E-05
Level12,HOUSEHOLD_1_005,CA_4,279.16,7.16E-05
Level12,HOUSEHOLD_1_006,CA_4,48.79,1.25E-05
Level12,HOUSEHOLD_1_007,CA_4,56.24,1.44E-05
Level12,HOUSEHOLD_1_008,CA_4,49.23,1.26E-05
Level12,HOUSEHOLD_1_009,CA_4,143.76,3.69E-05
Level12,HOUSEHOLD_1_010,CA_4,44.38,1.14E-05
Level12,HOUSEHOLD_1_011,CA_4,78.71,2.02E-05
Level12,HOUSEHOLD_1_012,CA_4,137.2,3.52E-05
Level12,HOUSEHOLD_1_013,CA_4,44.46,1.14E-05
Level12,HOUSEHOLD_1_014,CA_4,143.76,3.69E-05
Level12,HOUSEHOLD_1_015,CA_4,17.64,4.52E-06
Level12,HOUSEHOLD_1_016,CA_4,92.72,2.38E-05
Level12,HOUSEHOLD_1_017,CA_4,222.3,5.70E-05
Level12,HOUSEHOLD_1_018,CA_4,169.49,4.34E-05
Level12,HOUSEHOLD_1_019,CA_4,40.74,1.04E-05
Level12,HOUSEHOLD_1_020,CA_4,76.67,1.97E-05
Level12,HOUSEHOLD_1_021,CA_4,17.46,4.48E-06
Level12,HOUSEHOLD_1_022,CA_4,58.08,1.49E-05
Level12,HOUSEHOLD_1_023,CA_4,143.52,3.68E-05
Level12,HOUSEHOLD_1_024,CA_4,23.52,6.03E-06
Level12,HOUSEHOLD_1_025,CA_4,74.5,1.91E-05
Level12,HOUSEHOLD_1_026,CA_4,68.31,1.75E-05
Level12,HOUSEHOLD_1_027,CA_4,668.64,0.000171403
Level12,HOUSEHOLD_1_028,CA_4,44.55,1.14E-05
Level12,HOUSEHOLD_1_029,CA_4,52.36,1.34E-05
Level12,HOUSEHOLD_1_030,CA_4,44.46,1.14E-05
Level12,HOUSEHOLD_1_032,CA_4,884.26,0.000226677
Level12,HOUSEHOLD_1_033,CA_4,146.89,3.77E-05
Level12,HOUSEHOLD_1_034,CA_4,62.88,1.61E-05
Level12,HOUSEHOLD_1_035,CA_4,50.93,1.31E-05
Level12,HOUSEHOLD_1_036,CA_4,20.86,5.35E-06
Level12,HOUSEHOLD_1_037,CA_4,21.15,5.42E-06
Level12,HOUSEHOLD_1_038,CA_4,214.02,5.49E-05
Level12,HOUSEHOLD_1_039,CA_4,44.55,1.14E-05
Level12,HOUSEHOLD_1_040,CA_4,158.08,4.05E-05
Level12,HOUSEHOLD_1_042,CA_4,249.25,6.39E-05
Level12,HOUSEHOLD_1_043,CA_4,26.73,6.85E-06
Level12,HOUSEHOLD_1_044,CA_4,143.76,3.69E-05
Level12,HOUSEHOLD_1_045,CA_4,72.09,1.85E-05
Level12,HOUSEHOLD_1_046,CA_4,102.06,2.62E-05
Level12,HOUSEHOLD_1_047,CA_4,50.76,1.30E-05
Level12,HOUSEHOLD_1_048,CA_4,90.88,2.33E-05
Level12,HOUSEHOLD_1_049,CA_4,29.85,7.65E-06
Level12,HOUSEHOLD_1_050,CA_4,178.65,4.58E-05
Level12,HOUSEHOLD_1_051,CA_4,97.68,2.50E-05
Level12,HOUSEHOLD_1_052,CA_4,16.92,4.34E-06
Level12,HOUSEHOLD_1_053,CA_4,583.83,0.000149663
Level12,HOUSEHOLD_1_054,CA_4,23.52,6.03E-06
Level12,HOUSEHOLD_1_055,CA_4,104.76,2.69E-05
Level12,HOUSEHOLD_1_056,CA_4,478.8,0.000122739
Level12,HOUSEHOLD_1_057,CA_4,10.62,2.72E-06
Level12,HOUSEHOLD_1_058,CA_4,103.68,2.66E-05
Level12,HOUSEHOLD_1_059,CA_4,90.48,2.32E-05
Level12,HOUSEHOLD_1_060,CA_4,89.91,2.30E-05
Level12,HOUSEHOLD_1_061,CA_4,43.24,1.11E-05
Level12,HOUSEHOLD_1_062,CA_4,59.76,1.53E-05
Level12,HOUSEHOLD_1_063,CA_4,99.7,2.56E-05
Level12,HOUSEHOLD_1_064,CA_4,40.46,1.04E-05
Level12,HOUSEHOLD_1_065,CA_4,31.36,8.04E-06
Level12,HOUSEHOLD_1_066,CA_4,254.56,6.53E-05
Level12,HOUSEHOLD_1_067,CA_4,83.37,2.14E-05
Level12,HOUSEHOLD_1_068,CA_4,216.07,5.54E-05
Level12,HOUSEHOLD_1_069,CA_4,15.76,4.04E-06
Level12,HOUSEHOLD_1_070,CA_4,39.3,1.01E-05
Level12,HOUSEHOLD_1_071,CA_4,99.12,2.54E-05
Level12,HOUSEHOLD_1_072,CA_4,215.46,5.52E-05
Level12,HOUSEHOLD_1_073,CA_4,44.4,1.14E-05
Level12,HOUSEHOLD_1_074,CA_4,34.58,8.86E-06
Level12,HOUSEHOLD_1_075,CA_4,65.52,1.68E-05
Level12,HOUSEHOLD_1_076,CA_4,68.32,1.75E-05
Level12,HOUSEHOLD_1_077,CA_4,141.24,3.62E-05
Level12,HOUSEHOLD_1_078,CA_4,59.64,1.53E-05
Level12,HOUSEHOLD_1_079,CA_4,232.44,5.96E-05
Level12,HOUSEHOLD_1_080,CA_4,94.23,2.42E-05
Level12,HOUSEHOLD_1_081,CA_4,103.74,2.66E-05
Level12,HOUSEHOLD_1_082,CA_4,97.44,2.50E-05
Level12,HOUSEHOLD_1_083,CA_4,64.02,1.64E-05
Level12,HOUSEHOLD_1_085,CA_4,166.7,4.27E-05
Level12,HOUSEHOLD_1_086,CA_4,105.4,2.70E-05
Level12,HOUSEHOLD_1_087,CA_4,93.87,2.41E-05
Level12,HOUSEHOLD_1_088,CA_4,131.34,3.37E-05
Level12,HOUSEHOLD_1_089,CA_4,26.1,6.69E-06
Level12,HOUSEHOLD_1_090,CA_4,94.72,2.43E-05
Level12,HOUSEHOLD_1_091,CA_4,48.16,1.23E-05
Level12,HOUSEHOLD_1_092,CA_4,3.54,9.07E-07
Level12,HOUSEHOLD_1_093,CA_4,66.98,1.72E-05
Level12,HOUSEHOLD_1_094,CA_4,104.4,2.68E-05
Level12,HOUSEHOLD_1_095,CA_4,59.7,1.53E-05
Level12,HOUSEHOLD_1_096,CA_4,293.78,7.53E-05
Level12,HOUSEHOLD_1_097,CA_4,19.85,5.09E-06
Level12,HOUSEHOLD_1_098,CA_4,47.88,1.23E-05
Level12,HOUSEHOLD_1_099,CA_4,16.59,4.25E-06
Level12,HOUSEHOLD_1_100,CA_4,95.64,2.45E-05
Level12,HOUSEHOLD_1_101,CA_4,99.54,2.55E-05
Level12,HOUSEHOLD_1_102,CA_4,359.4,9.21E-05
Level12,HOUSEHOLD_1_103,CA_4,39.52,1.01E-05
Level12,HOUSEHOLD_1_104,CA_4,20.79,5.33E-06
Level12,HOUSEHOLD_1_105,CA_4,55.16,1.41E-05
Level12,HOUSEHOLD_1_106,CA_4,350.02,8.97E-05
Level12,HOUSEHOLD_1_107,CA_4,114.84,2.94E-05
Level12,HOUSEHOLD_1_108,CA_4,14.64,3.75E-06
Level12,HOUSEHOLD_1_109,CA_4,67.49,1.73E-05
Level12,HOUSEHOLD_1_110,CA_4,619.32,0.00015876
Level12,HOUSEHOLD_1_112,CA_4,53.46,1.37E-05
Level12,HOUSEHOLD_1_113,CA_4,114.8,2.94E-05
Level12,HOUSEHOLD_1_114,CA_4,42.68,1.09E-05
Level12,HOUSEHOLD_1_115,CA_4,24.7,6.33E-06
Level12,HOUSEHOLD_1_116,CA_4,11.88,3.05E-06
Level12,HOUSEHOLD_1_117,CA_4,71.73,1.84E-05
Level12,HOUSEHOLD_1_118,CA_4,49.47,1.27E-05
Level12,HOUSEHOLD_1_119,CA_4,119.68,3.07E-05
Level12,HOUSEHOLD_1_120,CA_4,31.29,8.02E-06
Level12,HOUSEHOLD_1_121,CA_4,64.48,1.65E-05
Level12,HOUSEHOLD_1_122,CA_4,70.06,1.80E-05
Level12,HOUSEHOLD_1_123,CA_4,26.91,6.90E-06
Level12,HOUSEHOLD_1_124,CA_4,47.76,1.22E-05
Level12,HOUSEHOLD_1_125,CA_4,45.76,1.17E-05
Level12,HOUSEHOLD_1_126,CA_4,53.76,1.38E-05
Level12,HOUSEHOLD_1_127,CA_4,119.7,3.07E-05
Level12,HOUSEHOLD_1_128,CA_4,40.05,1.03E-05
Level12,HOUSEHOLD_1_129,CA_4,62.08,1.59E-05
Level12,HOUSEHOLD_1_130,CA_4,173.34,4.44E-05
Level12,HOUSEHOLD_1_131,CA_4,39.52,1.01E-05
Level12,HOUSEHOLD_1_132,CA_4,19.7,5.05E-06
Level12,HOUSEHOLD_1_133,CA_4,37.44,9.60E-06
Level12,HOUSEHOLD_1_134,CA_4,21.15,5.42E-06
Level12,HOUSEHOLD_1_135,CA_4,22.2,5.69E-06
Level12,HOUSEHOLD_1_136,CA_4,154.83,3.97E-05
Level12,HOUSEHOLD_1_137,CA_4,116.82,2.99E-05
Level12,HOUSEHOLD_1_138,CA_4,113.62,2.91E-05
Level12,HOUSEHOLD_1_139,CA_4,29.88,7.66E-06
Level12,HOUSEHOLD_1_140,CA_4,404.19,0.000103613
Level12,HOUSEHOLD_1_141,CA_4,24.78,6.35E-06
Level12,HOUSEHOLD_1_142,CA_4,60.53,1.55E-05
Level12,HOUSEHOLD_1_143,CA_4,37.43,9.60E-06
Level12,HOUSEHOLD_1_144,CA_4,44.55,1.14E-05
Level12,HOUSEHOLD_1_145,CA_4,62.72,1.61E-05
Level12,HOUSEHOLD_1_146,CA_4,101.66,2.61E-05
Level12,HOUSEHOLD_1_147,CA_4,71.04,1.82E-05
Level12,HOUSEHOLD_1_148,CA_4,17.76,4.55E-06
Level12,HOUSEHOLD_1_149,CA_4,29.1,7.46E-06
Level12,HOUSEHOLD_1_150,CA_4,24.96,6.40E-06
Level12,HOUSEHOLD_1_151,CA_4,99.44,2.55E-05
Level12,HOUSEHOLD_1_152,CA_4,129.74,3.33E-05
Level12,HOUSEHOLD_1_153,CA_4,55.16,1.41E-05
Level12,HOUSEHOLD_1_154,CA_4,59.2,1.52E-05
Level12,HOUSEHOLD_1_155,CA_4,41.64,1.07E-05
Level12,HOUSEHOLD_1_156,CA_4,101.01,2.59E-05
Level12,HOUSEHOLD_1_157,CA_4,89.4,2.29E-05
Level12,HOUSEHOLD_1_158,CA_4,63.52,1.63E-05
Level12,HOUSEHOLD_1_159,CA_4,7.93,2.03E-06
Level12,HOUSEHOLD_1_160,CA_4,358.92,9.20E-05
Level12,HOUSEHOLD_1_161,CA_4,143.16,3.67E-05
